generation,fitness_mean,fitness_max,apples_mean,apples_max
0,-1.2037645833333335,-0.61875,0.0,0.0
1,-1.096356324668453,-0.23668421052631533,0.0,0.0
2,-1.086005835623724,-0.23252941176470593,0.0,0.0
3,-1.013990354534529,0.22626737967916072,0.0012570409982175595,0.15084491978610715
4,-1.0762614873928995,-0.22674561403508775,0.0,0.0
5,-1.0345666115417034,0.17413157894736847,0.0009673976608187137,0.11608771929824564
6,-1.0460176717280507,-0.2309615384615385,0.0,0.0
7,-0.975624713415925,0.15978571428571425,0.0008876984126984126,0.1065238095238095
8,-0.9908294437498756,0.5473348623853211,0.00377238782055628,0.3648899082568808
9,-0.9997983484168852,0.09571428571428657,0.0005317460317460365,0.06380952380952438
10,-0.9926914704570339,-0.21750000000000003,0.0,0.0
11,-0.9672827302418133,0.5646315789473687,0.005897739541160596,0.37642105263157916
12,-0.9984567825268693,0.1752272727272727,0.00113981753014011,0.11681818181818181
13,-0.9742042592981439,0.15822413793103446,0.0008790229885057469,0.10548275862068963
14,-0.9613593474878491,0.4275780346820811,0.0035088728313819504,0.2850520231213874
15,-0.8906060452464608,4.365721649484534,0.03101160660014845,2.9104810996563564
16,-0.979640127757389,0.5640974025974026,0.00485782982449649,0.37606493506493505
17,-0.9598328484639327,2.830094530321051,0.017013762809972136,1.8867296868807006
18,-0.8911435152889976,2.7580288065843717,0.02762507474357111,1.8386858710562477
19,-0.929723195659045,3.905599830795279,0.02314993508568476,2.6037332205301857
20,-0.9258054441418418,2.753510101010109,0.02191402249573855,1.8356734006734061
21,-0.9398425693783864,2.018092896174866,0.01284087804272233,1.3453952641165774
22,-0.9287274392042858,3.1737087912088007,0.018510738495221304,2.115805860805867
23,-0.9414417439912613,3.991043942992884,0.02513295277277088,2.660695961995256
24,-0.8830613050061058,2.816351351351357,0.018411428919716245,1.8775675675675714
25,-0.9049833542230351,2.4011250000000044,0.0202531213239913,1.600750000000003
26,-0.8699779462818629,3.749544464609816,0.036863599905702975,2.4996963097398774
27,-0.8163409344900775,6.14817615658365,0.053883636932611896,4.0987841043891
28,-0.7788722823344368,7.447246268656721,0.07847166836508851,4.964830845771147
29,-0.8558122690568816,2.4031363636363676,0.03644560573083509,1.6020909090909117
30,-0.7931915882883922,9.018353242320808,0.07861713634465081,6.012235494880539
31,-0.8335534267708614,7.24480030487806,0.06549888236368102,4.829866869918707
32,-0.7795321092684377,8.992824538258576,0.08267526586452915,5.995216358839051
33,-0.6170242700730426,12.000999999999946,0.17765349321408574,8.00066666666663
34,-0.597033394869737,12.40103124999996,0.17795154692608908,8.26735416666664
35,-0.4943406353436456,12.401031249999978,0.23336250545986956,8.267354166666651
36,-0.3586747427322651,12.40103124999997,0.3384817757936826,8.267354166666648
37,-0.10127948771997078,11.600968749999966,0.49323198513311556,7.733979166666644
38,0.19054291205234472,15.601281249999921,0.699335250727358,10.400854166666614
39,0.5484608012194516,15.20124999999987,0.8865059159279686,10.13416666666658
40,1.009398826356325,18.40149999999991,1.178217878965808,12.267666666666607
41,1.1833793528136296,15.601281249999932,1.2798081374216754,10.40085416666662
