generation,fitness_mean,fitness_max,apples_mean,apples_max
0,-1.1808461418317096,0.052005050505050554,0.00013868013468013482,0.034670033670033705
1,-1.0776116604868962,7.083329959514186,0.01888887989203783,4.722219973009458
2,-1.0184784633374209,7.025332639467107,0.018734220371912285,4.683555092978072
3,-1.0108764542532487,8.681646525961881,0.023594651808159423,5.787764350641254
4,-0.9683264556001023,8.450422367409665,0.022893467165222767,5.633614911606443
5,-0.9539988170536017,9.440414848698083,0.02605099132066615,6.293609899132055
6,-0.9826961480425223,5.131371766029228,0.013924805435034859,3.4209145106861523
7,-0.9845904563568758,7.987881661442011,0.02130101776384536,5.3252544409613405
8,-0.9671543863097708,7.4550823654665015,0.019880219641244003,4.970054910311001
9,-0.9520268057672967,6.58629895104894,0.018877260636207493,4.3908659673659605
10,-0.9575490903459127,9.709692408376943,0.028067296216836464,6.473128272251295
11,-0.954410771850065,7.122135529157656,0.024651329271071262,4.74809035277177
12,-0.894369338995237,8.83443773443359,0.03820141446786421,5.8896251562890605
13,-0.9019505630597279,7.5656512699713,0.039467187422308446,5.0437675133142
14,-0.9144374369801258,6.318293991416313,0.036680730622029735,4.212195994277542
15,-0.8875694912635419,7.6705401506799005,0.029979471158599686,5.1136934337866
16,-0.9338054917420311,6.985117541261125,0.029373416622490874,4.656745027507417
17,-0.9096308432927438,8.015421375921353,0.04395377419558808,5.343614250614235
18,-0.8952110532801091,5.83355682342094,0.035790323736668864,3.889037882280627
19,-0.8616255392884674,8.859315394651022,0.037928506413747634,5.906210263100681
20,-0.868542365641582,6.744792393026946,0.04613002554821506,4.496528262017964
21,-0.8699300287127847,8.138086059614697,0.041979558344975736,5.4253907064097975
22,-0.9038186667852653,7.039602878464803,0.041453966782818125,4.693068585643202
23,-0.8835680616741534,8.670632028665903,0.047831997073707035,5.780421352443935
24,-0.866952101468352,7.860878906250001,0.046925203350378634,5.240585937500001
25,-0.8803413524386401,7.731542221822117,0.046616874209715796,5.154361481214745
26,-0.8777258038229764,9.621408156271416,0.04874573541159711,6.414272104180944
27,-0.8603880221387904,6.3510103041216635,0.04061354729178349,4.234006869414443
28,-0.8415544911744673,7.462341816758019,0.05158625849143726,4.974894544505346
29,-0.8733238462973661,6.268160881339237,0.04902201368628769,4.178773920892825
30,-0.871643994857788,7.548472850678722,0.04532434084024387,5.032315233785815
31,-0.8666833621817499,8.462940438871469,0.0409528153711279,5.641960292580979
32,-0.8104233074704703,8.289624316939895,0.06784801558097125,5.526416211293263
33,-0.8372523014365033,7.750063910469851,0.05691868409952082,5.166709273646568
34,-0.8492240828612737,6.1403028545941245,0.05411314709479875,4.093535236396083
35,-0.8043870616728132,9.310332789026782,0.07913540979086017,6.206888526017855
36,-0.8337616351116643,8.883670910075823,0.0720506397443054,5.922447273383882
37,-0.8340355581087129,7.307885328836417,0.062015955427623226,4.871923552557612
38,-0.8070006637828314,7.913868580060424,0.06144890606278252,5.275912386706949
39,-0.81820196078701,6.910346740050803,0.06574788189935726,4.606897826700536
40,-0.7877987701955306,7.411855048859921,0.07555136377769632,4.941236699239947
41,-0.8117952463443187,9.844956090651547,0.07138955343846143,6.563304060434365
42,-0.7944427433700622,8.270431800158589,0.0716592555794501,5.513621200105725
43,-0.8115449526408409,8.509087111963725,0.06845055348708973,5.67272474130915
44,-0.8031745112211988,8.090191465411355,0.05849342768677795,5.393460976940903
